id,language,name,address_1,address_2,city,province_state_code,country,zip,email,phoneNumber,extraPhone,hours,pickUp,showOnPDP,latitude,longitude,showBopisMessage
7,en,Regina,3701 East Quance Gate,,Regina,SK,CA,S4V 3A4,mailorder@princessauto.com,13067215115,18667251007,"{""storeId"":""7"",""name"":""Store Name"",""timeZone"":""America/Regina"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""New Year's Day"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Family Day"",""day"":17,""hours"":[""10:00|17:00""]}],""APR"":[{""name"":""Good Friday"",""day"":18,""hours"":[]},{""name"":""Easter Sunday"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Victoria Day"",""day"":19,""hours"":[""10:00|17:00""]}],""JUL"":[{""name"":""Canada Day"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""August Civic Holiday"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Labour Day"",""day"":1,""hours"":[""10:00|17:00""]}],""OCT"":[{""name"":""Thanksgiving Day"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,50.445194,-104.526809,TRUE
7,fr_CA,Regina,3701 East Quance Gate,,Regina,SK,CA,S4V 3A4,mailorder@princessauto.com,3067215115,18667251007,"{""storeId"":""7"",""name"":""Store Name"",""timeZone"":""America/Regina"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""Jour de l'an"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Jour de la famille"",""day"":17,""hours"":[""10:00|17:00""]}],""APR"":[{""name"":""Vendredi saint"",""day"":18,""hours"":[]},{""name"":""Pâques"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Fête de la Reine"",""day"":19,""hours"":[""10:00|17:00""]}],""JUL"":[{""name"":""Fête du Canada"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""Congé civique d'août"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Fête du travail"",""day"":1,""hours"":[""10:00|17:00""]}],""OCT"":[{""name"":""Action de grâce"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,50.445194,-104.526809,TRUE
8,en,Kelowna,1920 Spall Rd,,Kelowna,BC,CA,V1Y 4R1,mailorder@princessauto.com,12508606191,18667251008,"{""storeId"":""8"",""name"":""Store Name"",""timeZone"":""America/Vancouver"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""New Year's Day"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Family Day"",""day"":17,""hours"":[""10:00|17:00""]}],""APR"":[{""name"":""Good Friday"",""day"":18,""hours"":[]},{""name"":""Easter Sunday"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Victoria Day"",""day"":19,""hours"":[""10:00|17:00""]}],""JUL"":[{""name"":""Canada Day"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""August Civic Holiday"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Labour Day"",""day"":1,""hours"":[""10:00|17:00""]}],""OCT"":[{""name"":""Thanksgiving Day"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,49.878762,-119.454572,TRUE
8,fr_CA,Kelowna,1920 Spall Road,,Kelowna,BC,CA,V1Y 4R1,mailorder@princessauto.com,2508606191,18667251008,"{""storeId"":""8"",""name"":""Store Name"",""timeZone"":""America/Vancouver"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""Jour de l'an"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Jour de la famille"",""day"":17,""hours"":[""10:00|17:00""]}],""APR"":[{""name"":""Vendredi saint"",""day"":18,""hours"":[]},{""name"":""Pâques"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Fête de la Reine"",""day"":19,""hours"":[""10:00|17:00""]}],""JUL"":[{""name"":""Fête du Canada"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""Congé civique d'août"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Fête du travail"",""day"":1,""hours"":[""10:00|17:00""]}],""OCT"":[{""name"":""Action de grâce"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,49.878762,-119.454572,TRUE
9,en,Grande Prairie,12006 99 Ave,,Grande Prairie,AB,CA,T8W 0J7,mailorder@princessauto.com,17805391550,18667251009,"{""storeId"":""9"",""name"":""Store Name"",""timeZone"":""America/Edmonton"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""New Year's Day"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Family Day"",""day"":17,""hours"":[""10:00|17:00""]}],""APR"":[{""name"":""Good Friday"",""day"":18,""hours"":[]},{""name"":""Easter Sunday"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Victoria Day"",""day"":19,""hours"":[""10:00|17:00""]}],""JUL"":[{""name"":""Canada Day"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""August Civic Holiday"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Labour Day"",""day"":1,""hours"":[""10:00|17:00""]}],""OCT"":[{""name"":""Thanksgiving Day"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,55.168849,-118.858992,TRUE
9,fr_CA,Grande Prairie,12006 99 Ave,,Grande Prairie,AB,CA,T8W 0J7,mailorder@princessauto.com,17805391550,18667251009,"{""storeId"":""9"",""name"":""Store Name"",""timeZone"":""America/Edmonton"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""Jour de l'an"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Jour de la famille"",""day"":17,""hours"":[""10:00|17:00""]}],""APR"":[{""name"":""Vendredi saint"",""day"":18,""hours"":[]},{""name"":""Pâques"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Fête de la Reine"",""day"":19,""hours"":[""10:00|17:00""]}],""JUL"":[{""name"":""Fête du Canada"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""Congé civique d'août"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Fête du travail"",""day"":1,""hours"":[""10:00|17:00""]}],""OCT"":[{""name"":""Action de grâce"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,55.168849,-118.858992,TRUE
10,en,London,4380 Wellington Road South,,London,ON,CA,N6E 2Z6,mailorder@princessauto.com,15196497001,18667250010,"{""storeId"":""10"",""name"":""Store Name"",""timeZone"":""America/Toronto"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18:00""]}],""holidays"":{""JAN"":[{""name"":""New Year's Day"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Family Day"",""day"":17,""hours"":[]}],""APR"":[{""name"":""Good Friday"",""day"":18,""hours"":[]},{""name"":""Easter Sunday"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Victoria Day"",""day"":19,""hours"":[]}],""JUL"":[{""name"":""Canada Day"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""August Civic Holiday"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Labour Day"",""day"":1,""hours"":[]}],""OCT"":[{""name"":""Thanksgiving Day"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,42.91835,-81.2054,TRUE
10,fr_CA,London,4380 Wellington Road South,,London,ON,CA,N6E 2Z6,mailorder@princessauto.com,5196487001,18667250010,"{""storeId"":""10"",""name"":""Store Name"",""timeZone"":""America/Toronto"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""Jour de l'an"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Jour de la famille"",""day"":17,""hours"":[]}],""APR"":[{""name"":""Vendredi saint"",""day"":18,""hours"":[]},{""name"":""Pâques"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Fête de la Reine"",""day"":19,""hours"":[]}],""JUL"":[{""name"":""Fête du Canada"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""Congé civique d'août"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Fête du travail"",""day"":1,""hours"":[]}],""OCT"":[{""name"":""Action de grâce"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,42.91835,-81.2054,TRUE
11,en,Brandon,1855 18th St N,,Brandon,MB,CA,R7C 1A5,mailorder@princessauto.com,12047260601,18667251011,"{""storeId"":""11"",""name"":""Store Name"",""timeZone"":""America/Winnipeg"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""New Year's Day"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Louis Riel Day"",""day"":17,""hours"":[""10:00|17:00""]}],""APR"":[{""name"":""Good Friday"",""day"":18,""hours"":[]},{""name"":""Easter Sunday"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Victoria Day"",""day"":19,""hours"":[""10:00|17:00""]}],""JUL"":[{""name"":""Canada Day"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""August Civic Holiday"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Labour Day"",""day"":1,""hours"":[""10:00|17:00""]}],""OCT"":[{""name"":""Thanksgiving Day"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,49.883338,-99.959692,TRUE
11,fr_CA,Brandon,1855 18th Street,,Brandon,MB,CA,R7C 1A6,mailorder@princessauto.com,2047260601,18667251011,"{""storeId"":""11"",""name"":""Store Name"",""timeZone"":""America/Winnipeg"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""Jour de l'an"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Journée Louis Riel"",""day"":17,""hours"":[""10:00|17:00""]}],""APR"":[{""name"":""Vendredi saint"",""day"":18,""hours"":[]},{""name"":""Pâques"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Fête de la Reine"",""day"":19,""hours"":[""10:00|17:00""]}],""JUL"":[{""name"":""Fête du Canada"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""Congé civique d'août"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Fête du travail"",""day"":1,""hours"":[""10:00|17:00""]}],""OCT"":[{""name"":""Action de grâce"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,49.883338,-99.959692,TRUE
12,en,Mississauga,6608 Dixie Rd,,Mississauga,ON,CA,L5T 2Z9,mailorder@princessauto.com,19055641011,18667250012,"{""storeId"":""12"",""name"":""Store Name"",""timeZone"":""America/Toronto"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18:00""]}],""holidays"":{""JAN"":[{""name"":""New Year's Day"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Family Day"",""day"":17,""hours"":[]}],""APR"":[{""name"":""Good Friday"",""day"":18,""hours"":[]},{""name"":""Easter Sunday"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Victoria Day"",""day"":19,""hours"":[]}],""JUL"":[{""name"":""Canada Day"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""August Civic Holiday"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Labour Day"",""day"":1,""hours"":[]}],""OCT"":[{""name"":""Thanksgiving Day"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,43.666807,-79.664639,TRUE
12,fr_CA,Mississauga,6608 Dixie Road,,Mississauga,ON,CA,L5T 2Z9,mailorder@princessauto.com,9055641011,18661250012,"{""storeId"":""12"",""name"":""Store Name"",""timeZone"":""America/Toronto"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""Jour de l'an"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Jour de la famille"",""day"":17,""hours"":[]}],""APR"":[{""name"":""Vendredi saint"",""day"":18,""hours"":[]},{""name"":""Pâques"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Fête de la Reine"",""day"":19,""hours"":[]}],""JUL"":[{""name"":""Fête du Canada"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""Congé civique d'août"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Fête du travail"",""day"":1,""hours"":[]}],""OCT"":[{""name"":""Action de grâce"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,43.666807,-79.664639,TRUE
13,en,Red Deer,170 Leva Ave,,Red Deer,AB,CA,T4E 0A5,mailorder@princessauto.com,14033426181,18667250013,"{""storeId"":""13"",""name"":""Store Name"",""timeZone"":""America/Edmonton"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""New Year's Day"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Family Day"",""day"":17,""hours"":[""10:00|17:00""]}],""APR"":[{""name"":""Good Friday"",""day"":18,""hours"":[]},{""name"":""Easter Sunday"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Victoria Day"",""day"":19,""hours"":[""10:00|17:00""]}],""JUL"":[{""name"":""Canada Day"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""August Civic Holiday"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Labour Day"",""day"":1,""hours"":[""10:00|17:00""]}],""OCT"":[{""name"":""Thanksgiving Day"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,52.213,-113.816,TRUE
13,fr_CA,Red Deer,170 Leva Ave,,Red Deer,AB,CA,T4E 0A5,mailorder@princessauto.com,4033426181,18667250013,"{""storeId"":""13"",""name"":""Store Name"",""timeZone"":""America/Edmonton"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""Jour de l'an"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Jour de la famille"",""day"":17,""hours"":[""10:00|17:00""]}],""APR"":[{""name"":""Vendredi saint"",""day"":18,""hours"":[]},{""name"":""Pâques"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Fête de la Reine"",""day"":19,""hours"":[""10:00|17:00""]}],""JUL"":[{""name"":""Fête du Canada"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""Congé civique d'août"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Fête du travail"",""day"":1,""hours"":[""10:00|17:00""]}],""OCT"":[{""name"":""Action de grâce"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,52.213,-113.816,TRUE
14,en,Winnipeg West,3292 Portage Ave,,Winnipeg,MB,CA,R3K 0Z1,mailorder@princessauto.com,12048318275,18667250014,"{""storeId"":""14"",""name"":""Store Name"",""timeZone"":""America/Winnipeg"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""New Year's Day"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Louis Riel Day"",""day"":17,""hours"":[""10:00|17:00""]}],""APR"":[{""name"":""Good Friday"",""day"":18,""hours"":[]},{""name"":""Easter Sunday"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Victoria Day"",""day"":19,""hours"":[""10:00|17:00""]}],""JUL"":[{""name"":""Canada Day"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""August Civic Holiday"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Labour Day"",""day"":1,""hours"":[""10:00|17:00""]}],""OCT"":[{""name"":""Thanksgiving Day"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,49.881775,-97.293512,TRUE
14,fr_CA,Winnipeg West,3292 Portage Ave,,Winnipeg,MB,CA,R3K 0Z1,mailorder@princessauto.com,2048318275,18667250014,"{""storeId"":""14"",""name"":""Store Name"",""timeZone"":""America/Winnipeg"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""Jour de l'an"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Journée Louis Riel"",""day"":17,""hours"":[""10:00|17:00""]}],""APR"":[{""name"":""Vendredi saint"",""day"":18,""hours"":[]},{""name"":""Pâques"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Fête de la Reine"",""day"":19,""hours"":[""10:00|17:00""]}],""JUL"":[{""name"":""Fête du Canada"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""Congé civique d'août"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Fête du travail"",""day"":1,""hours"":[""10:00|17:00""]}],""OCT"":[{""name"":""Action de grâce"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,49.881775,-97.293512,TRUE
15,en,Kitchener,2 Executive Pl,,Kitchener,ON,CA,N2P 2N4,mailorder@princessauto.com,15197430742,18667250015,"{""storeId"":""15"",""name"":""Store Name"",""timeZone"":""America/Toronto"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18:00""]}],""holidays"":{""JAN"":[{""name"":""New Year's Day"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Family Day"",""day"":17,""hours"":[]}],""APR"":[{""name"":""Good Friday"",""day"":18,""hours"":[]},{""name"":""Easter Sunday"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Victoria Day"",""day"":19,""hours"":[]}],""JUL"":[{""name"":""Canada Day"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""August Civic Holiday"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Labour Day"",""day"":1,""hours"":[]}],""OCT"":[{""name"":""Thanksgiving Day"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,43.380731,-80.409037,TRUE
15,fr_CA,Kitchener,2 Executive Place,,Kitchener,ON,CA,N2P 2N4,mailorder@princessauto.com,5197430742,18667250015,"{""storeId"":""15"",""name"":""Store Name"",""timeZone"":""America/Toronto"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18: 00""]}],""holidays"":{""JAN"":[{""name"":""Jour de l'an"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Jour de la famille"",""day"":17,""hours"":[]}],""APR"":[{""name"":""Vendredi saint"",""day"":18,""hours"":[]},{""name"":""Pâques"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Fête de la Reine"",""day"":19,""hours"":[]}],""JUL"":[{""name"":""Fête du Canada"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""Congé civique d'août"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Fête du travail"",""day"":1,""hours"":[]}],""OCT"":[{""name"":""Action de grâce"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,43.380731,-80.409037,TRUE
16,en,Ottawa,1111 Ages Dr,,Ottawa,ON,CA,K1G 6L3,mailorder@princessauto.com,16132471651,18667250016,"{""storeId"":""16"",""name"":""Store Name"",""timeZone"":""America/Toronto"",""workingDays"":[{""day"":""SUN"",""workingHours"":[""09: 00|17: 00""]},{""day"":""MON"",""workingHours"":[""07: 00|21: 00""]},{""day"":""TUE"",""workingHours"":[""07: 00|21: 00""]},{""day"":""WED"",""workingHours"":[""07: 00|21: 00""]},{""day"":""THU"",""workingHours"":[""07: 00|21: 00""]},{""day"":""FRI"",""workingHours"":[""07: 00|21: 00""]},{""day"":""SAT"",""workingHours"":[""08: 00|18:00""]}],""holidays"":{""JAN"":[{""name"":""New Year's Day"",""day"":1,""hours"":[]}],""FEB"":[{""name"":""Family Day"",""day"":17,""hours"":[]}],""APR"":[{""name"":""Good Friday"",""day"":18,""hours"":[]},{""name"":""Easter Sunday"",""day"":20,""hours"":[]}],""MAY"":[{""name"":""Victoria Day"",""day"":19,""hours"":[]}],""JUL"":[{""name"":""Canada Day"",""day"":1,""hours"":[]}],""AUG"":[{""name"":""August Civic Holiday"",""day"":4,""hours"":[""10:00|17:00""]}],""SEP"":[{""name"":""Labour Day"",""day"":1,""hours"":[]}],""OCT"":[{""name"":""Thanksgiving Day"",""day"":13,""hours"":[]}]}}",TRUE,TRUE,45.38505,-75.607617,TRUE
