parent_id,id,name,data
1270,1355,Pistolets à air chaud,{ "url": "/air-and-power/power/power-tools/heat-guns/" }
1270,1377,Radios pour le chantier,{ "url": "/air-and-power/power/power-tools/jobsite-radios/" }
1270,1306,Trousses d’outils électriques,{ "url": "/air-and-power/power/power-tools/power-tool-kits/" }
1270,1435,not available,{ "url": "/air-and-power/power/power-tools/rebar-tying/" }
1270,1331,Évideuses,{ "url": "/air-and-power/power/power-tools/routers/" }
1260,1837,Outils rotatifs et oscillants,{ "url": "/air-and-power/power/rotary-and-oscillating-tools/" }
1837,1853,Outils oscillants,{ "url": "/air-and-power/power/rotary-and-oscillating-tools/oscillating-tools/" }
1837,1846,Outils rotatifs,{ "url": "/air-and-power/power/rotary-and-oscillating-tools/rotary-tools/" }
1260,1805,Ponceuses et polisseuses,{ "url": "/air-and-power/power/sanders-and-polishers/" }
1805,1829,Meuleuses d’angle,{ "url": "/air-and-power/power/sanders-and-polishers/angle-grinders/" }
1805,1815,Meules à rectifier les matrices,{ "url": "/air-and-power/power/sanders-and-polishers/die-grinders/" }
1805,1824,Sableuses et polisseuses électriques,{ "url": "/air-and-power/power/sanders-and-polishers/power-sanders-and-polishers/" }
1260,1932,Scies et accessoires,{ "url": "/air-and-power/power/saws-and-attachments/" }
1932,2014,Scies à ruban,{ "url": "/air-and-power/power/saws-and-attachments/band-saws/" }
1932,1977,Scies circulaires,{ "url": "/air-and-power/power/saws-and-attachments/circular-saws/" }
1932,1947,Ébouteuses,{ "url": "/air-and-power/power/saws-and-attachments/cut-off-saws/" }
1932,1988,Scies sauteuses,{ "url": "/air-and-power/power/saws-and-attachments/jig-saws/" }
1932,1960,Scies à onglets,{ "url": "/air-and-power/power/saws-and-attachments/mitre-saws/" }
1932,1938,Scies alternatives,{ "url": "/air-and-power/power/saws-and-attachments/reciprocating-saws/" }
1932,2009,Scies à chantourner,{ "url": "/air-and-power/power/saws-and-attachments/scroll-saws/" }
1932,1995,Scies à table,{ "url": "/air-and-power/power/saws-and-attachments/table-saws/" }
1932,1968,Scies à carreaux,{ "url": "/air-and-power/power/saws-and-attachments/tile-saws/" }
1932,2020,not available,{ "url": "/air-and-power/power/saws-and-attachments/wood-lathe/" }
1260,1445,Attaches d’outil et accessoires,{ "url": "/air-and-power/power/tool-attachments-and-accessories/" }
1445,1727,Mandrins pour meule abrasive,{ "url": "/air-and-power/power/tool-attachments-and-accessories/abrasive-wheel-mandrels/" }
1445,1506,Plateaux porte-disque et dispositifs de retenue pour disque de ponçage,{ "url": "/air-and-power/power/tool-attachments-and-accessories/backing-pads-and-disc-holders/" }
1445,1777,Ensembles de pinceaux,{ "url": "/air-and-power/power/tool-attachments-and-accessories/brush-sets/" }
1445,1771,Brosses,{ "url": "/air-and-power/power/tool-attachments-and-accessories/brushes/" }
1445,1717,Fraises,{ "url": "/air-and-power/power/tool-attachments-and-accessories/burrs/" }
1445,1757,Ciseaux,{ "url": "/air-and-power/power/tool-attachments-and-accessories/chisels/" }
1445,1488,Lames de scie circulaire,{ "url": "/air-and-power/power/tool-attachments-and-accessories/circular-saw-blades/" }
1445,1708,Mandrins pour meuleuse à matrice,{ "url": "/air-and-power/power/tool-attachments-and-accessories/die-grinder-mandrels/" }
1445,1516,Porte-embouts et rallonges de perceuse,{ "url": "/air-and-power/power/tool-attachments-and-accessories/drill-bit-holders-and-extensions/" }
1445,1497,Jeux de forets,{ "url": "/air-and-power/power/tool-attachments-and-accessories/drill-bit-sets/" }
1445,1478,Forets,{ "url": "/air-and-power/power/tool-attachments-and-accessories/drill-bits/" }
1445,1468,Mandrins de perceuse,{ "url": "/air-and-power/power/tool-attachments-and-accessories/drill-chucks/" }
1445,1457,Accessoires de perceuses et tournevis,{ "url": "/air-and-power/power/tool-attachments-and-accessories/drills-and-drivers-accessories/" }
1445,1552,Jeux d’extracteurs de fixations,{ "url": "/air-and-power/power/tool-attachments-and-accessories/fastener-extractor-sets/" }
1445,1561,Accessoires de meuleuse,{ "url": "/air-and-power/power/tool-attachments-and-accessories/grinder-accessories/" }
1445,1742,Guides,{ "url": "/air-and-power/power/tool-attachments-and-accessories/guides/" }
1445,1608,Accessoires pour scie-cloche,{ "url": "/air-and-power/power/tool-attachments-and-accessories/hole-saw-accessories/" }
1445,1547,Trousses de scies-cloches,{ "url": "/air-and-power/power/tool-attachments-and-accessories/hole-saw-kits/" }
1445,1599,Mandrins de scie-cloche,{ "url": "/air-and-power/power/tool-attachments-and-accessories/hole-saw-mandrels/" }
1445,1591,Scies-cloches,{ "url": "/air-and-power/power/tool-attachments-and-accessories/hole-saws/" }
1445,1623,Lames de scie sauteuse,{ "url": "/air-and-power/power/tool-attachments-and-accessories/jig-saw-blades/" }
1445,1532,Jeux de tournevis à douilles,{ "url": "/air-and-power/power/tool-attachments-and-accessories/nut-driver-sets/" }
1445,1762,Tournevis à douille,{ "url": "/air-and-power/power/tool-attachments-and-accessories/nut-drivers/" }
1445,1523,Trousses d’accessoires pour outil oscillant,{ "url": "/air-and-power/power/tool-attachments-and-accessories/oscillating-tool-accessory-kits/" }
1445,1573,Lames de outil oscillant,{ "url": "/air-and-power/power/tool-attachments-and-accessories/oscillating-tool-blades/" }
1445,1752,Outil oscillant pour ponçage,{ "url": "/air-and-power/power/tool-attachments-and-accessories/oscillating-tool-sanding/" }
1445,1583,Embouts d’outils électriques,{ "url": "/air-and-power/power/tool-attachments-and-accessories/power-bits/" }
1445,1637,Lames de scie alternative,{ "url": "/air-and-power/power/tool-attachments-and-accessories/reciprocating-saw-blades/" }
1445,1653,Batteries de rechange et chargeurs,{ "url": "/air-and-power/power/tool-attachments-and-accessories/replacement-batteries-and-chargers/" }
1445,1685,Lames de rechange,{ "url": "/air-and-power/power/tool-attachments-and-accessories/replacement-blades/" }
1445,1701,Limes rotatives,{ "url": "/air-and-power/power/tool-attachments-and-accessories/rotary-files/" }
1445,1646,Trousses d’outil rotatif,{ "url": "/air-and-power/power/tool-attachments-and-accessories/rotary-tool-kits/" }
1445,1662,Jeux de forets à toupie,{ "url": "/air-and-power/power/tool-attachments-and-accessories/router-bit-sets/" }
1445,1633,Tampons de ponçage et de polissage,{ "url": "/air-and-power/power/tool-attachments-and-accessories/sanding-and-polishing-pads/" }
1445,1693,Tambours et manchons de ponçage,{ "url": "/air-and-power/power/tool-attachments-and-accessories/sanding-drums-and-sleeves/" }
1445,1669,Lames de scie,{ "url": "/air-and-power/power/tool-attachments-and-accessories/saw-blades/" }
1445,1678,Adaptateurs pour douille,{ "url": "/air-and-power/power/tool-attachments-and-accessories/socket-adapters/" }
1445,1736,Accessoires pour scie à carreaux,{ "url": "/air-and-power/power/tool-attachments-and-accessories/tile-saw-accessories/" }
,38,Réparation d'automobiles,{ "url": "/auto-repair/" }
38,2206,Automobile,{ "url": "/auto-repair/automotive/" }
2206,2449,Réparation et entretien de système de climatisation,{ "url": "/auto-repair/automotive/a-c-repair-and-maintenance/" }
2449,2465,Tuyaux et raccords de système de climatisation,{ "url": "/auto-repair/automotive/a-c-repair-and-maintenance/a-c-hoses-and-fittings/" }
2449,2455,Trousses de recharge de système de climatisation,{ "url": "/auto-repair/automotive/a-c-repair-and-maintenance/a-c-recharge-kits/" }
2449,2460,Thermomètres d'essai pour système de climatisation,{ "url": "/auto-repair/automotive/a-c-repair-and-maintenance/a-c-test-thermometers/" }
2449,2471,Trousses de mise au point pour système de climatisation,{ "url": "/auto-repair/automotive/a-c-repair-and-maintenance/a-c-tune-up-kits/" }
2449,2479,Réfrigérants,{ "url": "/auto-repair/automotive/a-c-repair-and-maintenance/refrigerants/" }
2206,2213,Produits d’entretien pour véhicules,{ "url": "/auto-repair/automotive/car-care-products/" }
2213,2256,Purificateurs d’air,{ "url": "/auto-repair/automotive/car-care-products/air-fresheners/" }
2213,2221,Trousse de tampons d’application,{ "url": "/auto-repair/automotive/car-care-products/applicator-pad-kits/" }
2213,2331,Seaux,{ "url": "/auto-repair/automotive/car-care-products/buckets/" }
2213,2249,Poli et cire pour véhicules,{ "url": "/auto-repair/automotive/car-care-products/car-polish-and-wax/" }
2213,2228,Produits de nettoyage et de lavage pour véhicules,{ "url": "/auto-repair/automotive/car-care-products/car-wash-and-cleaners/" }
2213,2234,Brosses et outils de nettoyage,{ "url": "/auto-repair/automotive/car-care-products/cleaning-brushes-and-tools/" }
2213,2243,Produits de nettoyage pour le verre,{ "url": "/auto-repair/automotive/car-care-products/glass-cleaners/" }
2213,2265,Trousse de restauration de lentilles de phares,{ "url": "/auto-repair/automotive/car-care-products/headlight-restoration-kits/" }
2213,2272,Produits de nettoyage pour intérieur,{ "url": "/auto-repair/automotive/car-care-products/interior-cleaners/" }
2213,2275,Produits de nettoyage pour cuir et revêtements,{ "url": "/auto-repair/automotive/car-care-products/leather-and-upholstery-cleaners/" }
2213,2305,Trousse de réparation pour pare-brise,{ "url": "/auto-repair/automotive/car-care-products/repair-kits/" }
2213,2325,Pistolets pulvérisateurs/lances et accessoires,{ "url": "/auto-repair/automotive/car-care-products/spray-guns-wands-and-accessories/" }
2213,2321,Chiffons/éponges/mitaines,{ "url": "/auto-repair/automotive/car-care-products/towels-sponges-mitts/" }
2213,2294,Aspirateurs,{ "url": "/auto-repair/automotive/car-care-products/vacuum-cleaners/" }
2213,2289,Produits de nettoyage pour roues et pneus,{ "url": "/auto-repair/automotive/car-care-products/wheel-and-tire-cleaners/" }
2206,2344,Liquides et produits chimiques d’entretien,{ "url": "/auto-repair/automotive/maintenance-fluids-and-chemicals/" }
2344,2373,Antigels et liquides de refroidissement,{ "url": "/auto-repair/automotive/maintenance-fluids-and-chemicals/antifreeze-and-coolants/" }
2344,2350,Huiles à barre et chaîne,{ "url": "/auto-repair/automotive/maintenance-fluids-and-chemicals/bar-and-chain-oils/" }
2344,2356,Nettoyants pour freins,{ "url": "/auto-repair/automotive/maintenance-fluids-and-chemicals/brake-cleaners/" }
2344,2367,Liquides de frein,{ "url": "/auto-repair/automotive/maintenance-fluids-and-chemicals/brake-fluids/" }
2344,2363,Produits dégraissants et nettoyants,{ "url": "/auto-repair/automotive/maintenance-fluids-and-chemicals/cleaners-and-degreasers/" }
2344,2440,Huiles moteur,{ "url": "/auto-repair/automotive/maintenance-fluids-and-chemicals/engine-oils/" }
2344,2396,Additifs pour carburant,{ "url": "/auto-repair/automotive/maintenance-fluids-and-chemicals/fuel-additives/" }
2344,2380,Produits de déglaçage,{ "url": "/auto-repair/automotive/maintenance-fluids-and-chemicals/ice-melters/" }
2344,2421,Liquides de servodirection,{ "url": "/auto-repair/automotive/maintenance-fluids-and-chemicals/power-steering-fluids/" }
2344,2435,Scellant anticrevaison,{ "url": "/auto-repair/automotive/maintenance-fluids-and-chemicals/puncture-seal/" }
2344,2401,Liquides d’allumage,{ "url": "/auto-repair/automotive/maintenance-fluids-and-chemicals/starting-fluids/" }
2344,2392,Fluides pour transmission,{ "url": "/auto-repair/automotive/maintenance-fluids-and-chemicals/transmission-fluids/" }
2344,2429,Liquides lave-glace,{ "url": "/auto-repair/automotive/maintenance-fluids-and-chemicals/windshield-washer-fluids/" }
2206,2486,Pièces,{ "url": "/auto-repair/automotive/parts/" }
